child_name,month,ts,dimension,qid_parent,qid_teen,qid_canon,qtext_parent,qtext_teen,type_parent,type_teen,value_parent,value_teen,label_parent,label_teen,free_parent,free_teen,qtext_parent_norm,qtext_teen_norm
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Conflict,P_FES_12,FES_12,fes_12,Family members often criticize each other.,Family members often criticize each other.,multiple_choice,free_text,2.0,,Disagree,,,"I'm sometimes unsure, but I'm also trying to find a solution.",family members often criticize each other,family members often criticize each other
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Personal Distress,P_IRI_PD7,IRI_PD7,iri_pd7,he/she tends to lose control during emergencies.,I tend to lose control during emergencies.,free_text,multiple_choice,,4.0,,Describes me very well,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she tends to lose control during emergencies,i tend to lose control during emergencies
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Social Skills,P_SS_10_SSRS,SS_10_SSRS,ss_10_ssrs,he/she is able to handle complex interpersonal situations.,I am able to handle complex interpersonal situations.,multiple_choice,free_text,3.0,,Neutral,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she is able to handle complex interpersonal situations,i am able to handle complex interpersonal situations
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Involvement,P_PCRI_INV1,PCRI_INV1,pcri_inv1,I am actively involved in my child's daily activities.,My parents are actively involved in my daily activities.,multiple_choice,multiple_choice,4.0,4.0,Agree,Agree,,,i am actively involved in my child s daily activities,my parents are actively involved in my daily activities
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Emotional Regulation,,T_EMO_FT_001,emo_ft_001,,How do you typically handle stressful situations?,,free_text,,,,,,"I try to take deep breaths and think about solutions, but sometimes I just need time alone.",,how do you typically handle stressful situations
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Social Skills,,T_SOC_FT_001,soc_ft_001,,How do you feel about your social relationships?,,free_text,,,,,,I'm pretty social and enjoy meeting new people.,,how do you feel about your social relationships
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Behavior Management,P_BEH_FT_001,,beh_ft_001,What are the biggest challenges in parenting your child?,,free_text,,,,,,Setting consistent boundaries while respecting their growing independence.,,what are the biggest challenges in parenting your child,
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Imagination,P_IM_4_TTCT,IM_4_TTCT,im_4_ttct,he/she is able to create stories or scenarios in his/her mind.,I am able to create stories or scenarios in my mind.,multiple_choice,multiple_choice,5.0,5.0,Strongly agree,Strongly agree,,,he she is able to create stories or scenarios in his her mind,i am able to create stories or scenarios in my mind
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Expressive Suppression,P_ERQ_ES2,ERQ_ES2,erq_es2,he/she controls his/her emotions by not expressing them.,I control my emotions by not expressing them.,multiple_choice,multiple_choice,2.0,5.0,Disagree,Strongly agree,,,he she controls his her emotions by not expressing them,i control my emotions by not expressing them
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Clarity,P_DERS_CL1,DERS_CL1,ders_cl1,he/she is confused about how he/she feels.,I am confused about how I feel.,multiple_choice,multiple_choice,4.0,2.0,Most of the time,Sometimes,,,he she is confused about how he she feels,i am confused about how i feel
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Performance-Avoidance,P_AGQ_8,AGQ_8,agq_8,he/she just wants to avoid doing poorly compared to others.,I just want to avoid doing poorly compared to others.,multiple_choice,free_text,1.0,,Strongly disagree,,,"I'm feeling quite neutral about this, but I'm open to discussing it.",he she just wants to avoid doing poorly compared to others,i just want to avoid doing poorly compared to others
Alex Chen,2025-06,2025-06-15 11:27:57.215329,BAS Drive,P_BAS_3,BAS_3,bas_3,he/she goes out of his/her way to get things he/she wants.,I go out of my way to get things I want.,multiple_choice,multiple_choice,3.0,4.0,Somewhat false for me,Very false for me,,,he she goes out of his her way to get things he she wants,i go out of my way to get things i want
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Concrete Experience,P_LSI_CE3,LSI_CE3,lsi_ce3,he/she prefers to learn through hands-on activities and real experiences.,I prefer to learn through hands-on activities and real experiences.,free_text,multiple_choice,,4.0,,Agree,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she prefers to learn through hands on activities and real experiences,i prefer to learn through hands on activities and real experiences
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Imagination,P_IM_8_TTCT,IM_8_TTCT,im_8_ttct,he/she is able to use his/her imagination to plan for the future.,I am able to use my imagination to plan for the future.,free_text,multiple_choice,,3.0,,Neutral,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she is able to use his her imagination to plan for the future,i am able to use my imagination to plan for the future
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Maturity of Judgment,P_MJ_1,MJ_1,mj_1,he/she is able to make decisions based on evidence and reason.,I am able to make decisions based on evidence and reason.,multiple_choice,multiple_choice,5.0,5.0,Strongly agree,Strongly agree,,,he she is able to make decisions based on evidence and reason,i am able to make decisions based on evidence and reason
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Emotional Stability,P_EPQ_1,EPQ_1,epq_1,he/she often feels tense or 'wound up'.,I often feel tense or 'wound up'.,multiple_choice,free_text,3.0,,Agree,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she often feels tense or wound up,i often feel tense or wound up
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Depression,P_CESD_10,CESD_10,cesd_10,he/she felt fearful.,I felt fearful.,multiple_choice,multiple_choice,,,Most or all of the time (5-7 days),Some or a little of the time (1-2 days),,,he she felt fearful,i felt fearful
Alex Chen,2025-06,2025-06-15 11:27:57.215329,BIS,P_BAS_2,BAS_2,bas_2,"Even if something bad is about to happen to him/her, he/she rarely experience fear or nervousness.","Even if something bad is about to happen to me, I rarely experience fear or nervousness.",multiple_choice,multiple_choice,4.0,3.0,Very false for me,Somewhat false for me,,,even if something bad is about to happen to him her he she rarely experience fear or nervousness,even if something bad is about to happen to me i rarely experience fear or nervousness
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Emotional Stability,P_EPQ_7,EPQ_7,epq_7,he/she is a nervous person.,I am a nervous person.,multiple_choice,free_text,1.0,,Strongly disagree,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she is a nervous person,i am a nervous person
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Expressive Suppression,P_ERQ_ES1,ERQ_ES1,erq_es1,he/she keeps his/her emotions to himself/herself.,I keep my emotions to myself.,multiple_choice,multiple_choice,2.0,4.0,Disagree,Agree,,,he she keeps his her emotions to himself herself,i keep my emotions to myself
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Positive Affect,P_PANAS_PA1,PANAS_PA1,panas_pa1,he/she is interested,Interested,multiple_choice,multiple_choice,1.0,3.0,Very slightly or not at all,Moderately,,,he she is interested,interested
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Performance-Avoidance,P_AGQ_10,AGQ_10,agq_10,he/she is striving to avoid performing worse than others.,I am striving to avoid performing worse than others.,multiple_choice,multiple_choice,1.0,1.0,Strongly disagree,Strongly disagree,,,he she is striving to avoid performing worse than others,i am striving to avoid performing worse than others
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Prosocial Behavior,P_SDQ_4,SDQ_4,sdq_4,"he/she usually shares with others (food, games, pens etc.).","I usually share with others (food, games, pens etc.).",free_text,multiple_choice,,3.0,,Certainly true,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she usually shares with others food games pens etc,i usually share with others food games pens etc
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Depression,P_CESD_3,CESD_3,cesd_3,he/she felt that he/she could not shake off the blues even with help from his/her family or friends.,I felt that I could not shake off the blues even with help from my family or friends.,multiple_choice,multiple_choice,,,Most or all of the time (5-7 days),Rarely or none of the time (less than 1 day),,,he she felt that he she could not shake off the blues even with help from his her family or friends,i felt that i could not shake off the blues even with help from my family or friends
Alex Chen,2025-06,2025-06-15 11:27:57.215329,BIS,P_BAS_5,BAS_5,bas_5,he/she worries about making mistakes.,I worry about making mistakes.,multiple_choice,multiple_choice,1.0,1.0,Very true for me,Very true for me,,,he she worries about making mistakes,i worry about making mistakes
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Awareness,P_DERS_AW2,DERS_AW2,ders_aw2,he/she pay attention to how he/she feels.,I pay attention to how I feel.,multiple_choice,multiple_choice,4.0,1.0,Most of the time,Almost never,,,he she pay attention to how he she feels,i pay attention to how i feel
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Role Orientation,P_PCRI_RO3,PCRI_RO3,pcri_ro3,I take my parenting responsibilities seriously.,My parents take their parenting responsibilities seriously.,multiple_choice,multiple_choice,2.0,5.0,Disagree,Strongly agree,,,i take my parenting responsibilities seriously,my parents take their parenting responsibilities seriously
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Concrete Experience,P_LSI_CE1,LSI_CE1,lsi_ce1,he/she learns best when he/she can be directly involved in the experience.,I learn best when I can be directly involved in the experience.,multiple_choice,multiple_choice,2.0,1.0,Disagree,Strongly disagree,,,he she learns best when he she can be directly involved in the experience,i learn best when i can be directly involved in the experience
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Clarity,P_DERS_AW5,DERS_AW5,ders_aw5,he/she is clear about what emotions he/she is feeling.,I am clear about what emotions I am feeling.,multiple_choice,multiple_choice,3.0,2.0,About half the time,Sometimes,,,he she is clear about what emotions he she is feeling,i am clear about what emotions i am feeling
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Evaluation,P_CTQ_12,CTQ_12,ctq_12,he/she can identify when someone is trying to persuade him/her with weak arguments.,I can identify when someone is trying to persuade me with weak arguments.,multiple_choice,multiple_choice,3.0,5.0,Neutral,Strongly agree,,,he she can identify when someone is trying to persuade him her with weak arguments,i can identify when someone is trying to persuade me with weak arguments
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Problem-Solving Confidence,P_PSI_PSC7,PSI_PSC7,psi_psc7,he/she can usually find several solutions to a problem.,I can usually find several solutions to a problem.,multiple_choice,multiple_choice,1.0,5.0,Strongly disagree,Strongly agree,,,he she can usually find several solutions to a problem,i can usually find several solutions to a problem
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Family Cohesion,P_FACES_CO7,FACES_CO7,faces_co7,Family members trust each other.,Family members trust each other.,multiple_choice,multiple_choice,4.0,4.0,Often,Often,,,family members trust each other,family members trust each other
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Role Orientation,P_PCRI_RO2,PCRI_RO2,pcri_ro2,I see myself as a positive role model for my child.,My parents see themselves as positive role models for me.,multiple_choice,multiple_choice,5.0,4.0,Strongly agree,Agree,,,i see myself as a positive role model for my child,my parents see themselves as positive role models for me
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Autonomy,P_PCRI_AUTO2,PCRI_AUTO2,pcri_auto2,I support my child's independence.,My parents support my independence.,multiple_choice,multiple_choice,4.0,2.0,Agree,Disagree,,,i support my child s independence,my parents support my independence
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Concrete Experience,P_LSI_CE2,LSI_CE2,lsi_ce2,he/she relies on his/her feelings when making decisions about learning.,I rely on my feelings when making decisions about learning.,multiple_choice,free_text,1.0,,Strongly disagree,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she relies on his her feelings when making decisions about learning,i rely on my feelings when making decisions about learning
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Autonomy,P_PCRI_AUTO3,PCRI_AUTO3,pcri_auto3,I allow my child to learn from their mistakes.,My parents allow me to learn from my mistakes.,free_text,free_text,,,,,"I'm maybe a bit anxious, but I'm also trying to be positive.","I'm feeling quite neutral about this, but I'm open to discussing it.",i allow my child to learn from their mistakes,my parents allow me to learn from my mistakes
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Study Aids,P_LASSI_16,LASSI_16,lassi_16,he/she uses different study strategies for different types of material.,I use different study strategies for different types of material.,multiple_choice,multiple_choice,2.0,2.0,Not very typical of me,Not very typical of me,,,he she uses different study strategies for different types of material,i use different study strategies for different types of material
Alex Chen,2025-06,2025-06-15 11:27:57.215329,BAS Drive,P_BAS_8,BAS_8,bas_8,"When he/she wants something, he/she usually goes all-out to get it.","When I want something, I usually go all-out to get it.",multiple_choice,multiple_choice,4.0,1.0,Very false for me,Very true for me,,,when he she wants something he she usually goes all out to get it,when i want something i usually go all out to get it
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Prosocial Behavior,P_SDQ_1,SDQ_1,sdq_1,he/she tries to be nice to other people. he/she cares about their feelings.,I try to be nice to other people. I care about their feelings.,multiple_choice,multiple_choice,1.0,2.0,Not true,Somewhat true,,,he she tries to be nice to other people he she cares about their feelings,i try to be nice to other people i care about their feelings
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Problem-Solving Confidence,P_PSI_PSC2,PSI_PSC2,psi_psc2,he/she is usually able to thinks of creative solutions to problems.,I am usually able to think of creative solutions to problems.,multiple_choice,multiple_choice,2.0,4.0,Disagree,Agree,,,he she is usually able to thinks of creative solutions to problems,i am usually able to think of creative solutions to problems
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Awareness,P_DERS_AW3,DERS_AW3,ders_aw3,he/she is aware of his/her emotions as he/she experiences them.,I am aware of my emotions as I experience them.,multiple_choice,multiple_choice,5.0,3.0,Almost always,About half the time,,,he she is aware of his her emotions as he she experiences them,i am aware of my emotions as i experience them
Alex Chen,2025-06,2025-06-15 11:27:57.215329,General,P_ADD_FT_001,T_ADD_FT_001,add_ft_001,Is there anything else you would like to share about your child?,Is there anything else you would like to share about yourself?,free_text,free_text,,,,,I'm concerned about my child's emotional well-being. He seems more anxious than usual.,I'm not sure how to handle the stress of school and family life.,is there anything else you would like to share about your child,is there anything else you would like to share about yourself
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Maturity of Judgment,P_MJ_3,MJ_3,mj_3,he/she is able to make decisions in uncertain situations.,I am able to make decisions in uncertain situations.,free_text,multiple_choice,,5.0,,Strongly agree,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she is able to make decisions in uncertain situations,i am able to make decisions in uncertain situations
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Evaluation,P_CTQ_17,CTQ_17,ctq_17,he/she can explain why he/she agree or disagree with an argument.,I can explain why I agree or disagree with an argument.,multiple_choice,multiple_choice,2.0,4.0,Disagree,Agree,,,he she can explain why he she agree or disagree with an argument,i can explain why i agree or disagree with an argument
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Awareness,P_DERS_AW4,DERS_AW4,ders_aw4,he/she notices his/her feelings when they happen.,I notice my feelings when they happen.,free_text,multiple_choice,,3.0,,About half the time,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she notices his her feelings when they happen,i notice my feelings when they happen
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Positive Affect,P_PANAS_PA8,PANAS_PA8,panas_pa8,he/she is determined,Determined,multiple_choice,multiple_choice,3.0,4.0,Moderately,Quite a bit,,,he she is determined,determined
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Performance-Avoidance,P_AGQ_7,AGQ_7,agq_7,his/her aim is to avoid doing worse than other students.,My aim is to avoid doing worse than other students.,multiple_choice,multiple_choice,5.0,2.0,Strongly agree,Disagree,,,his her aim is to avoid doing worse than other students,my aim is to avoid doing worse than other students
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Obliging,P_OB_1,OB_1,ob_1,he/she generally tries to satisfy the needs of others.,I generally try to satisfy the needs of others.,free_text,multiple_choice,,1.0,,Strongly disagree,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she generally tries to satisfy the needs of others,i generally try to satisfy the needs of others
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Autonomy,P_PCRI_AUTO1,PCRI_AUTO1,pcri_auto1,I encourage my child to make decisions for themselves.,My parents encourage me to make decisions for myself.,multiple_choice,multiple_choice,2.0,4.0,Disagree,Agree,,,i encourage my child to make decisions for themselves,my parents encourage me to make decisions for myself
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Depression,P_CESD_4,CESD_4,cesd_4,he/she felt that he/she was just as good as other people.,I felt that I was just as good as other people.,multiple_choice,multiple_choice,,,Most or all of the time (5-7 days),Most or all of the time (5-7 days),,,he she felt that he she was just as good as other people,i felt that i was just as good as other people
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Expressive Suppression,P_ERQ_ES5,ERQ_ES5,erq_es5,he/she hides his/her true feelings about a situation.,I hide my true feelings about a situation.,multiple_choice,multiple_choice,5.0,4.0,Strongly agree,Agree,,,he she hides his her true feelings about a situation,i hide my true feelings about a situation
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Family Cohesion,P_FACES_CO2,FACES_CO2,faces_co2,Family members feel very close to each other.,Family members feel very close to each other.,multiple_choice,multiple_choice,4.0,2.0,Often,Rarely,,,family members feel very close to each other,family members feel very close to each other
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Obliging,P_OB_2,OB_2,ob_2,he/she usually accommodates the wishes of others.,I usually accommodate the wishes of others.,free_text,free_text,,,,,"I'm sometimes unsure, but I'm also trying to find a solution.","I'm sometimes unsure, but I'm also trying to find a solution.",he she usually accommodates the wishes of others,i usually accommodate the wishes of others
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Obliging,P_OB_3,OB_3,ob_3,he/she usually goes along with the suggestions of others.,I usually go along with the suggestions of others.,free_text,free_text,,,,,"I'm maybe a bit anxious, but I'm also trying to be positive.","I'm feeling quite neutral about this, but I'm open to discussing it.",he she usually goes along with the suggestions of others,i usually go along with the suggestions of others
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Positive Affect,P_PANAS_PA4,PANAS_PA4,panas_pa4,he/she is enthusiastic,Enthusiastic,multiple_choice,multiple_choice,5.0,1.0,Extremely,Very slightly or not at all,,,he she is enthusiastic,enthusiastic
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Evaluation,P_CTQ_4,CTQ_4,ctq_4,he/she can evaluate whether an argument is strong or weak.,I can evaluate whether an argument is strong or weak.,multiple_choice,free_text,3.0,,Neutral,,,I'm very successful in my endeavors and feel very strong.,he she can evaluate whether an argument is strong or weak,i can evaluate whether an argument is strong or weak
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Study Aids,P_LASSI_7,LASSI_7,lassi_7,"he/she uses study aids such as summaries, outlines, and study guides.","I use study aids such as summaries, outlines, and study guides.",multiple_choice,multiple_choice,2.0,4.0,Not very typical of me,Fairly typical of me,,,he she uses study aids such as summaries outlines and study guides,i use study aids such as summaries outlines and study guides
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Role Orientation,P_PCRI_RO1,PCRI_RO1,pcri_ro1,I believe it is important to be involved in my child's life.,My parents believe it is important to be involved in my life.,multiple_choice,multiple_choice,3.0,5.0,Neutral,Strongly agree,,,i believe it is important to be involved in my child s life,my parents believe it is important to be involved in my life
Alex Chen,2025-06,2025-06-15 11:27:57.215329,BIS,P_BAS_7,BAS_7,bas_7,He/She thinks criticism or scolding hurts him/her quite a bit.,Criticism or scolding hurts me quite a bit.,free_text,free_text,,,,,"I'm maybe a bit anxious, but I'm also trying to be positive.","I'm feeling quite neutral about this, but I'm open to discussing it.",he she thinks criticism or scolding hurts him her quite a bit,criticism or scolding hurts me quite a bit
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Study Aids,P_LASSI_18,LASSI_18,lassi_18,he/she has trouble organizing his/her study materials.,I have trouble organizing my study materials.,multiple_choice,multiple_choice,3.0,2.0,Somewhat typical of me,Not very typical of me,,,he she has trouble organizing his her study materials,i have trouble organizing my study materials
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Prosocial Behavior,P_SDQ_9,SDQ_9,sdq_9,"he/she is helpful if someone is hurt, upset or feeling ill.","I am helpful if someone is hurt, upset or feeling ill.",multiple_choice,multiple_choice,2.0,3.0,Somewhat true,Certainly true,,,he she is helpful if someone is hurt upset or feeling ill,i am helpful if someone is hurt upset or feeling ill
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Problem-Solving Confidence,P_PSI_PSC6,PSI_PSC6,psi_psc6,he/she trusts his/her ability to solve problems effectively.,I trust my ability to solve problems effectively.,multiple_choice,multiple_choice,1.0,4.0,Strongly disagree,Agree,,,he she trusts his her ability to solve problems effectively,i trust my ability to solve problems effectively
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Emotional Regulation,,T_EMO_FT_001,emo_ft_001,,How do you typically handle stressful situations?,,free_text,,,,,,"I usually talk to my friends or family when I'm stressed, which helps me feel better.",,how do you typically handle stressful situations
Alex Chen,2025-06,2025-06-15 11:27:57.215329,Social Skills,,T_SOC_FT_001,soc_ft_001,,How do you feel about your social relationships?,,free_text,,,,,,I'm pretty social and enjoy meeting new people.,,how do you feel about your social relationships
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Imagination,P_IM_4_TTCT,IM_4_TTCT,im_4_ttct,he/she is able to create stories or scenarios in his/her mind.,I am able to create stories or scenarios in my mind.,free_text,multiple_choice,,1.0,,Strongly disagree,"I'm feeling quite neutral about this, but I'm open to discussing it.",,he she is able to create stories or scenarios in his her mind,i am able to create stories or scenarios in my mind
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Imagination,P_IM_3_TTCT,IM_3_TTCT,im_3_ttct,he/she is able to use his/her imagination to overcome challenges.,I am able to use my imagination to overcome challenges.,free_text,multiple_choice,,5.0,,Strongly agree,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she is able to use his her imagination to overcome challenges,i am able to use my imagination to overcome challenges
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Maturity of Judgment,P_CCTDI_17,CCTDI_17,cctdi_17,he/she can evaluate the quality of arguments objectively.,I can evaluate the quality of arguments objectively.,free_text,multiple_choice,,2.0,,Disagree,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she can evaluate the quality of arguments objectively,i can evaluate the quality of arguments objectively
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Acceptance,P_DERS_ACC4,DERS_ACC4,ders_acc4,"When he/she is upset, he/she feels ashamed for feeling that way.","When I'm upset, I feel ashamed for feeling that way.",multiple_choice,multiple_choice,2.0,4.0,Sometimes,Most of the time,,,when he she is upset he she feels ashamed for feeling that way,when i m upset i feel ashamed for feeling that way
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Performance-Avoidance,P_AGQ_8,AGQ_8,agq_8,he/she just wants to avoid doing poorly compared to others.,I just want to avoid doing poorly compared to others.,multiple_choice,multiple_choice,2.0,3.0,Disagree,Neutral,,,he she just wants to avoid doing poorly compared to others,i just want to avoid doing poorly compared to others
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Well-being,P_WEMWBS_9,WEMWBS_9,wemwbs_9,he/she has been feeling close to other people.,I've been feeling close to other people.,multiple_choice,free_text,4.0,,Often,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she has been feeling close to other people,i ve been feeling close to other people
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Emotional Stability,P_EPQ_1,EPQ_1,epq_1,he/she often feels tense or 'wound up'.,I often feel tense or 'wound up'.,multiple_choice,multiple_choice,3.0,1.0,Agree,Strongly disagree,,,he she often feels tense or wound up,i often feel tense or wound up
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Socialization,P_SOC_4,SOC_4,soc_4,He/She handles disagreements with peers appropriately.,Handles disagreements with peers appropriately.,multiple_choice,multiple_choice,5.0,3.0,Always,Sometimes,,,he she handles disagreements with peers appropriately,handles disagreements with peers appropriately
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Daily Living Skills,P_DLS_5,DLS_5,dls_5,He/She manages money and makes small purchases independently.,Manages money and makes small purchases independently.,multiple_choice,multiple_choice,3.0,2.0,Neutral,Disagree,,,he she manages money and makes small purchases independently,manages money and makes small purchases independently
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Well-being,P_WEMWBS_6,WEMWBS_6,wemwbs_6,he/she has been dealing with problems well.,I've been dealing with problems well.,multiple_choice,multiple_choice,2.0,3.0,Rarely,Some of the time,,,he she has been dealing with problems well,i ve been dealing with problems well
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Motivation,P_AMS_3,AMS_3,ams_3,"Honestly, he/she doesn't knows; he/she really feels that he/she is wasting his/her time in school.","Honestly, I don't know; I really feel that I am wasting my time in school.",multiple_choice,free_text,1.0,,Does not correspond at all,,,"I'm sometimes unsure, but I'm also trying to find a solution.",honestly he she doesn t knows he she really feels that he she is wasting his her time in school,honestly i don t know i really feel that i am wasting my time in school
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Social Skills,P_SS_7_SSRS,SS_7_SSRS,ss_7_ssrs,he/she is good at listening to others.,I am good at listening to others.,multiple_choice,multiple_choice,4.0,3.0,Agree,Neutral,,,he she is good at listening to others,i am good at listening to others
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Attitude,P_LASSI_27,LASSI_27,lassi_27,he/she believes that doing well in school is important.,I believe that doing well in school is important.,free_text,multiple_choice,,1.0,,Not at all typical of me,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she believes that doing well in school is important,i believe that doing well in school is important
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Performance-Avoidance,P_AGQ_10,AGQ_10,agq_10,he/she is striving to avoid performing worse than others.,I am striving to avoid performing worse than others.,multiple_choice,free_text,4.0,,Agree,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she is striving to avoid performing worse than others,i am striving to avoid performing worse than others
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Social Skills,P_COMM_1,COMM_1,comm_1,He/She understands simple instructions without gestures.,Understands simple instructions without gestures.,multiple_choice,multiple_choice,3.0,2.0,Sometimes,Rarely,,,he she understands simple instructions without gestures,understands simple instructions without gestures
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Resilience,P_CDRISC_10,CDRISC_10,cdrisc_10,"No matter what happens, he/she can handle it.","No matter what happens, I can handle it.",multiple_choice,multiple_choice,,,Not true at all,Rarely true,,,no matter what happens he she can handle it,no matter what happens i can handle it
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Dominating,P_DO_2,DO_2,do_2,he/she tries to win his/her position.,I try to win my position.,multiple_choice,free_text,4.0,,Agree,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she tries to win his her position,i try to win my position
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Socialization,P_SOC_1,SOC_1,soc_1,He/She makes friends easily and maintains friendships.,Makes friends easily and maintains friendships.,multiple_choice,free_text,1.0,,Never,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she makes friends easily and maintains friendships,makes friends easily and maintains friendships
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Inference,P_CTQ_11,CTQ_11,ctq_11,he/she can use evidence to support his/her opinions.,I can use evidence to support my opinions.,multiple_choice,free_text,3.0,,Neutral,,,I feel very supported and confident in my abilities.,he she can use evidence to support his her opinions,i can use evidence to support my opinions
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Emotional Stability,P_EPQ_9,EPQ_9,epq_9,he/she is easily upset by things.,I am easily upset by things.,multiple_choice,free_text,3.0,,Agree,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she is easily upset by things,i am easily upset by things
Alex Chen,2025-07,2025-07-05 11:27:57.276983,Care,P_PBI_C1,PBI_C1,pbi_c1,He/She spoke to me in a warm and friendly voice.,My parents spoke to me in a warm and friendly voice.,multiple_choice,multiple_choice,5.0,5.0,Very like,Very like,,,he she spoke to me in a warm and friendly voice,my parents spoke to me in a warm and friendly voice
